식별자,뉴스제목,뉴스본문,Label
2_00254,"""병역 비리?"" 결국 입장 발표한 유아인 소속사","배우 유아인(31) 씨 '병역 면제 판정' 보도 이후 논란이 계속되자 소속사가 입장을 밝혔다.

3일 유아인 씨 소속사 'UAA(United Artists Agency)' 측이 공식 입장을 발표했다. UAA 측은 ""2017년 6월 27일 배우 유아인의 병역 판정에 대한 언론 보도가 있었다""며 글을 시작했다.

소속사 측은 사실 관계를 정확히 알리려고 추가적인 입장을 전한다고 밝혔다.

UAA 측은 ""유아인은 장기간에 걸쳐 발생한 부상 및 질환 등 복합적인 건강상의 문제로 인하여 지난 3년간 병역 재신체검사를 받았고 2017년 5월 22일 시행된 재신체검사에서 병역 판정을 받았다. 이후 2017년 6월 26일 병역처분변경원을 통해 병무청으로부터 최종 병멱 면제 판정을 통보받았다""고 했다.

이어 ""해당 판정의 모든 과정은 비리나 기피와 같은 어떠한 부정행위 없이 국가기관에 의한 철저한 검사와 확인 등의 적법한 절차를 통해 이루어졌음을 명확히 알려드린다""고 밝혔다.

소속사 측은 그동안 배우 본인이나 소속사의 공식적인 의사와 상관없이 유아인 씨 건강 문제나 개인 정보가 알려져 왔다고 호소했다. 소속사 측은 사실과 무관한 위법적 음해와 악의적 논란으로 유아인 씨가 고통받는 일이 없기를 바란다고 전했다.

UAA 측은 근거 없는 억측과 비방에 대해서는 법적 조치도 불사하겠다고 밝혔다.

안녕하세요. 배우 유아인 소속사 UAA입니다.

2017년 6월 27일 배우 유아인의 병역 판정에 대한 언론보도가 있었습니다. 배우와 소속사는 이에 대한 사실관계를 정확히 알리며 추가적인 입장을 전합니다.

그 동안의 언론보도와 배우 본인의 지난 입장문을 통해 알려진 바와 같이, 유아인은 장기간에 걸쳐 발생한 부상 및 질환 등 복합적인 건강상의 문제로 인하여 지난 3년간 병역 재신체검사를 받았고 2017년 5월 22일 시행된 재신체검사에서 병역 판정을 받았습니다. 이후 2017년 6월 26일 병역처분변경원을 통해 병무청으로부터 최종 병역 면제 판정을 통보 받았습니다.

해당 판정의 모든 과정은 비리나 기피와 같은 어떠한 부정행위 없이 국가기관에 의한 철저한 검사와 확인 등의 적법한 절차를 통해 이루어졌음을 명확히 알려드립니다. 또한 이 과정과 결과 등에 포함된 모든 개인정보는 법적으로 철저하게 보호받아야 마땅합니다.

그러나 신체 질환 및 병역 의무 당사자인 배우 본인이나 소속사의 공식적인 의사와 상관없이 '골종양', '골절', '근육 파열' 등 배우의 건강 문제와 개인정보가 수차례 걸쳐 알려졌고 이러한 일들이 배우의 병역 문제에 대한 불필요한 억측과 논란을 가중시키고 있습니다.

건강상의 문제와 이로 인한 신체적, 정신적 고통은 누구도 쉽게 짐작하거나 대신할 수 없는 철저한 개인의 문제이며 불가피한 병역 면제의 판정이 야기할 수 있는 경력 상의 문제들 역시 온전히 배우 개인의 몫입니다.

그 동안의 의도하지 않은 논란이 지속되어 많은 분들에게 우려와 피로감을 드린 점, 배우 본인과 소속사 모두 안타깝게 생각합니다. 또한 입대를 강행하지 못하고, 건강상의 문제를 통한 병역 면제 판정 소식을 전하게 되어 기대와 걱정을 보내주신 많은 분들께 실망과 우려를 드린 점, 송구스럽게 생각합니다.

이에 소속사는 사실과 무관한 위법적 음해와 악의적 논란이 배우의 고통을 더하는 일이 없기를 바라며, 추후 근거 없는 억측과 비방으로 배우의 경력과 이미지, 개인의 인격과 진정성을 해치는 모욕, 명예훼손, 허위사실 유포, 개인 정보 침해 등의 모든 악의적 행위에 대해 엄중하게 대응 할 것임을 알려드립니다.

배우 본인과 소속사는 응원과 위로를 보내주신 많은 분들께 감사를 전하며, 향후 최선의 관리와 치료를 병행하여 건강한 모습으로 다시 찾아 뵙도록 하겠습니다.

감사합니다.

앞서 지난달 27일 유아인 씨가 병역 면제 판정을 받았다는 보도가 나왔다. 보도 이후 일부 온라인 커뮤니티 이용자들은 유아인 씨에 대해 악성 댓글을 달았다.

유아인 씨는 지난 2013년 영화 '깡철이' 촬영 도중 오른쪽 어깨 근육이 파열되는 부상을 당했다. 지난 2015년에는 어깨 회전근개 관절 부착부에 골종양이 발견되기도 했다.",0
2_00255,"‘리얼’ 제작사 “설리 노출 장면 불법 유출, 경찰 수사 의뢰”","영화 '리얼' 제작사 코브픽쳐스가 불법 유출된 영화 장면에 관련해 경찰 수사를 의뢰했다고 밝혔다.

코브픽쳐스는 30일 ""저작권 인식과 관람문화 개선, 불법 유출된 영상물이 콘텐츠 산업에 끼치는 악영향에 대해 경각심을 높이고, 더 이상의 피해와 재발 방지를 위해 관할 경찰서 사이버 수사대에 사건 수사를 의뢰, 법적 조치를 하기로 최종 결정했다""고 밝혔다.

제작사는 대표 메일 주소(cove@covepictures.kr)도 공개하며 제보를 부탁했다.

영화 '리얼'은 지난 28일 개봉했다. 아시아 최대 규모 카지노를 둘러싼 두 남자의 비밀과 음모를 그린 액션 영화로 알려졌다.

'리얼'은 개봉 하루 만에 영화 일부 장면이 불법 유출돼 곤욕을 치렀다. 제작사 측은 지난 29일 ""저작권법 위반으로 법적 처벌을 받을 수 있다""며 ""이후 불법 유출에 대해 강경한 법적 조치할 예정""이라고 경고했다.

제작사 측은 결국 경찰에 수사를 의뢰하게 된 배경으로 ""국내뿐만 아니라 해외까지 불법 유출된 영상이 급속도로 퍼지고 있는 상황을 더 좌시할 수 없어 법적으로 대응 준비 중""이라고 밝혔다.

안녕하세요. 영화 '리얼'의 제작사 코브픽쳐스입니다.

​6월 28일 개봉한 영화 '리얼'의 장면 일부가 불법 촬영으로 인해 유출되었습니다. 

상영 중인 영화의 일부 또는 전체를 저작권자의 허락 없이 복제하거나 촬영하여 동영상 또는 스틸컷으로 온/오프라인에 배포하는 행위는 저작권법 및 정보통신망 이용촉진 및 정보보호 등에 관한 법률 위반이며, 복제, 배포된 장면에 등장한 배우의 초상권을 침해하는 엄연한 불법 행위입니다.

본 제작사는 불법 유출된 영상을 확인한 후 즉각적인 삭제 조치 및 더 이상의 장면이 유출되지 않도록 공식입장을 발표한 바 있습니다. 하지만 국내뿐만 아니라 해외까지 불법 유출된 영상이 급속도로 퍼지고 있는 상황을 더 이상 좌시할 수 없어 법적으로 대응 준비 중에 있습니다.

저작권에 대한 인식과 관람문화 개선, 무엇보다 불법 유출된 영상물이 컨텐츠 산업에 끼치는 악영향에 대해 경각심을 높이고, 더 이상의 피해와 재발 방지를 위해 제작사 코브픽쳐스의 이름으로 관할 경찰서 사이버 수사대에 사건 수사를 의뢰, 법적 조치를 취하기로 최종 결정하였습니다.

불법 유출된 영상과 관련하여 아래 메일로 제보 부탁 드립니다.

'리얼'의 장면이 더 이상 유출되지 않을 수 있도록 다시 한번 당부의 말씀 드립니다. 감사합니다.",0
2_00256,"법정에서 장시호 만난 우병우, 턱 괸 채 노려봐","국정농단에 연루된 혐의를 받는 장시호(37) 씨와 우병우(50) 전 청와대 민정수석이 법정에서 만났다.

지난 29일 서울중앙지법 형사합의33부(부장판사 이영훈) 심리로 열린 우병우 전 수석에 대한 재판에서 장 씨는 증인으로 출석했다.

장 씨는 우 전 수석이 최순실 씨 국정농단 혐의를 알고도 내버려 둔 혐의(직무유기) 등에 대해 진술했다.

동아일보는 장 씨가 재판에서 ""(최순실 씨가) '박 전 대통령의 약점을 많이 알고 있기 때문에 VIP(박 전 대통령)가 나에게 함부로 하지 않는 것'이라고 말했다""고 전했다. 

장 씨는 또 지난해 말 국정농단 사건이 세상에 드러나자 최 씨가 박근혜 전 대통령에게 전화로 ""민정(우병우 전 수석) 때문에 다 이렇게 됐다""고 말하는 걸 들었다고 했다.

장 씨는 지난 2014년 정윤회 문건 사건이 벌어졌을 때 최순실 씨가 민정수석실에 도와달라고 했다는 말도 했다. JTBC는 장 씨가 ""최 씨가 통화하고 온 뒤 'VIP(대통령)에게 말씀드려야 하지 않겠냐. 그래도 유연이(정유라) 아빠인데 이것을 덮어주셔야지 이렇게 죽일 수는 없지 않으냐고 했다. '이거 민정에서 해결해줬으면 좋겠다'고 말했다""고 진술했다고 보도했다.

장 씨의 진술을 듣던 우 전 수석은 코웃음을 치거나 턱에 손을 괴고 장 씨를 한참 노려봤다고 매체는 전했다.

우 전 수석은 재판부 허락을 받지 않고 장 씨를 직접 신문하다가 재판부 제지를 받기도 했다.

이날 법정에서 박 전 대통령을 지지하는 여성 두 명은 장 씨를 향해 ""죽으려고, 똑바로 살아라""라고 소리를 치다 쫓겨나는 일도 벌어졌다.",0
2_00257,일일교사로 레이디 가가 등장하자...학생들 반응 공개,"미국 가수 레이디 가가(Lady Gaga)가 한 중학교 일일 교사로 등장했다. 레이디 가가를 본 학생들은 기쁨과 놀라움에 환호했다.

대형 문구 브랜드 스테이플스(Staples)는 한 영상을 유튜브에 28일(이하 현지시각) 공개했다.

레이디 가가는 최근 캘리포니아 주 로스앤젤레스에 있는 한 중학교에 깜짝 방문했다. 영상 속 학생들은 레이디 가가를 보고 깜짝 놀라 환호한다. 한 학생은 뛰어가 레이디 가가를 안기도 한다.

한 학생은 ""정말 레이디 가가가 맞나요?""라고 묻는다. 레이디 가가는 ""맞아요, 저예요""라고 하면 뿔테 안경을 벗는다. 그러자 학생은 믿을 수 없다는 표정을 짓는다.

레이디 가가는 학생들에게 ""꿈과 미래에 대해 그려보라""라고 한다. 이후 학생들은 한 명씩 자기 꿈을 소개하는 시간을 갖는다. 아이들은 각자 꿈에 대해 적극적으로 발표하며 즐거워한다.

30일 미국 매체 코스모폴리탄에 따르면 해당 영상은 레이디 가가와 문구 브랜드 스테이플스가 합작한 모금 행사 홍보 위해 제작됐다. 기부금은 미국 교사와 학생들에게 필요한 학용품을 제공하는 데 쓰일 예정이다.

영상 속 레이디 가가는 ""밝고 긍정적인 교육 현장을 만들어나가기 위해 나섰다""라며 ""학생들이 스스로를 두려움 없이 아끼고 사랑할 줄 알길 바란다""라고 말한다. 

레이디 가가는 ""하지만 교육에 필요한 물품이 없다는 것은 심각한 문제""라며 ""이 문제를 고치기 전에 모두가 문제에 대한 인식을 높여야 한다""라고 한다. 이 영상은 대본 없이 촬영된 것으로 알려졌다.",0
2_00258,"""해본적 없는 게임에 내 캐릭터가"" 리니지1, 또 명의도용 논란","NC소프트 유명 온라인 게임 '리니지1'이 2006년에 이어 또 계정 도용 논란에 휩싸였다. ""본인이 키운 적도 없는 '유령 캐릭터'가 만들어져 있다""는 사례가 온라인에서 수십 건 나오면서다. 전문가들은 ""해킹 피해가 의심된다""고 말했다. NC소프트 관계자는 ""해킹이 아닌 도용으로 보인다""고 했다.   

29일 에펨코리아 등 주요 온라인 커뮤니티에는 ""NC소프트 인기 게임 '리니지1'에 자기도 모르는 새 캐릭터가 키워져 있다""는 내용의 게시물이 올라왔다. 글쓴이는 ""리니지1 홈페이지에서 로그인한 후에 '복귀용사 지침서'를 누르면 본인 명의로 키워진 캐릭터가 뜬다""며 ""혹시 모르니까 해봐라""라고 했다. 

같은 날 필자가 직접 '리니지1'에 로그인해 확인한 결과, 필자 명의 아이디에는 3개 서버(파아그리오·캐스톨·시드랏슈)에 4개 캐릭터가 20~55 사이 레벨로 키워져 있었다. 캐릭터 이름은 컴퓨터가 임의로 생성한 듯 숫자와 알파벳이 무작위로 배열돼 지어졌다. 필자는 '리니지1'를 해본 적도, 설치한 적도 없다. 

SNS 이용자들도 필자와 비슷한 반응을 나타내고 있다. 어림잡아 수십 명이 관련 게시물에 댓글을 남기며 피해를 호소하고 있다. 한 SNS 이용자는 ""태어나서 한 번도 리니지 해본 적 없는데 (아이디가) 9개나 나온다""며 허탈함을 나타냈다. 

또 다른 SNS 이용자는 ""(나도) 계정이 6개나 있다""며 ""대체 내 아이디를 어떻게 턴 거냐""고 황당해 했다.

NC소프트는 2006년에도 20만 건이 넘는 명의 도용 사례가 접수돼 홍역을 치렀다. 피해 게임은 역시 '리니지1'이었다. 당시 피해자 1만여명은 NC소프트와 김택진 대표에 1인당 100만 원을 요구하는 손해배상 소송을 냈다. 

하지만 법원은 2007년 ""피고 회사가 명의 도용 사건의 중심이지만, 도용 행위자와 직접적 관계가 없어 피해를 보상할 책임이 없다""며 NC소프트 측 손을 들어줬다.  

전문가들은 ""수십 건에 이르는 피해 사례가 나왔다면 조직적 해킹을 의심할 수 있다""고 설명했다. 

한 IT업계 관계자는 이날 ""한, 두 사람이 아닌 대규모로 (피해) 사례가 나왔다면 (아이디) 해킹을 당한 거라 봐도 무방하다""며 ""누가, 얼마나 당했느냐는 중요하지 않다. 본인이 캐릭터를 만든 사실도 없는데 캐릭터가 만들어져 있다면 조그마한 해프닝이라 보긴 힘들다""고 말했다. 

고려대 정보보호대학원 권헌영 교수는 ""수십 명의 계정에서 만들지도 않은 캐릭터가 만들어져 있는 게 사실이라면 꽤 큰 문제""라며 ""만약 해킹이 맞다면, 사업자가 평소 어떻게 관리해 왔는지, 충분히 막을 수 있었는지, 사후 조치는 어떻게 했는지 등을 알아봐야 한다""고 말했다. 

NC소프트 관계자는 반면 ""해킹이 아닌 계정 도용일 가능성이 높다""고 했다. 

이 회사 관계자는 ""20년 동안 회사 내부에서 개인정보가 유출되거나 이런 사례는 없었다""고 설명하면서 ""계정 도용으로 보여진다""고 했다. 그는 이어 ""평소 ID, 비밀번호가 보안에 취약했거나 2차 보안절차(OTP·임시 비밀번호)를 안 거쳤다면 도용 가능성이 있다""고 덧붙였다.

김창현 엔씨소프트 홍보팀장도 ""개인정보 보호 및 계정도용 예방을 위해 정기적인 비밀번호 변경, 전화인증이나 OTP를 통한 2차 보안 설정을 꾸준히 안내하고 있다. 게임 미이용자 계정이 도용당했을 경우, 계정도용 신고를 통해서 계정을 닫을 수 있다""며 ""게임을 이용하는 이용자 계정이 도용당했을 경우에는 신고를 통해 계정을 복구하는 등의 조치를 취하고 있다""고 말했다.",0
2_00259,표절 논란 빚은 ‘크리에이티브 코리아’ 결국 사용 중단,"프랑스 캠페인을 표절했다는 의혹이 제기된 국가브랜드 '크리에이티브 코리아' 사용이 중단됐다.

29일 문화체육관광부(장관 도종환, 이하 문체부)는 지난해 7월 발표한 국가브랜드 '크리에이티브 코리아(Creative Korea)'를 더 이상 사용하지 않기로 했다고 밝혔다.

문체부는 ""'크리에이티브 코리아(Creative Korea)'가 표절 의혹 등 여러 논란으로 국민적 공감과 신뢰를 얻지 못해 국가 이미지 제고라는 정책효과를 더 이상 기대하기 어렵다는 내·외부 평가 등을 고려해 내린 결정""이라고 설명했다.

국가브랜드 '크리에이티브 코리아'는 발표 직후 프랑스 캠페인 '크리에이티브 프랑스'를 베꼈다는 의혹을 받았다.

지난해 10월 TV조선은 국가브랜드 '크리에이티브 코리아'가 국정농단 혐의를 받는 최순실 씨 기획이었다고 보도했다. 매체는 당시 최 씨가 브랜드 사업을 기획하고 설계했음을 보여주는 '문화융성 프로젝트' 실행안을 입수했다고 전했다.

한편 '크리에이티브 코리아'를 홍보하는 30초짜리 영상에는 7억 5000만 원이 투입됐다고 알려졌다.

TV조선에 따르면 국가브랜드 사업의 모든 민간 위탁계약은 수의계약으로 차은택 씨 관련 업체들에 돌아갔다.

문체부는 새로운 국가브랜드 슬로건 개발에 대해 ""검토하고 있지 않다""고 밝혔다.

문체부 정책 담당자는 ""국가브랜드는 슬로건이 아닌 한 국가의 국민성, 문화유적, 관광 기반시설(인프라), 정부의 대국민 정책 방향 등, 총체적인 사회 문화적 가치에 의해 구축되는 만큼 문체부는 우리 국민의 생활문화를 전반적으로 향상하는 일에 정책 역량을 집중할 것""이라고 했다.",0
2_00260,"""애플·삼성 제치고 세계최초"" 비보가 공개한 디스플레이 지문인식폰","중국 스마트폰 제조사 비보(ViVo)가 홈버튼이 아닌 스크린에서 '지문 인식'이 가능한 스마트폰을 공개했다. 비보는 '디스플레이 일체형 지문인식'이라 불리는 이 기술에서 애플과 삼성을 제치고 세계 최초 타이틀을 가져가게 됐다. 

29일 오전 중국 상하이 신국제엑스포센터 E2홀에서 설치된 'MWC 상하이 2017' 비보 부스. 디스플레이 일체형 지문인식 기술이 적용된 비보 시제품 휴대폰 '엑스플레이6' 보기 위해 관람객들로 붐볐다. 직접 체험해봤다. 

먼저 본인 지문을 휴대폰에 등록해야 한다. 스크린에 엄지 손가락을 대고 지문을 인식시킨다. 손가락을 스크린에 댔다가 떼는 것을 16번 반복했다. 

지문 인식이 쉽게 되지 않자 비보 관계자는 ""더 꾹 눌러라(harder, harder)""고 했다. 16번만에 지문 인식이 무사히 등록됐다.

등록이 끝나면 그 다음부터 지문으로 휴대폰 잠금을 해제할 수 있다. 스크린 위에 엄지 손가락을 갖다대니 잠금 화면이 풀렸다.

관계자에 따르면 잠금 해제까지 걸리는 시간은 0.8초다. 두 차례 시도해본 결과 한 번은 지문 인식부터 잠금이 풀리기까지 1초 이상 걸렸다. 

이날 방수 기능이 탑재된 '엑스플레이6' 시제품도 인기를 끌었다. 물 속에서도 지문 인식이 가능했다. 해당 기술은 비보가 세계 최초는 아니다. 폰을 물에 담근 채 후면에 달린 지문인식 센서에 검지를 댔다. 지문 등록이 수월하게 끝났다. 오히려 물 바깥에서보다 인식이 잘 되는 것 같았다. ",0
2_00261,"""목줄 풀린 대형견 어린이 물어뜯어 피부이식까지...""","고삐 풀린 대형견이 지나가던 어린이를 마구 물어 아이가 중상을 입고 병원치료를 받고 있다. 

전북 군산경찰서는 28일 ""개 관리를 소홀히 해 초등학생에게 상처를 입힌 혐의(과실치상)로 A씨(44)를 불구속 입건했다""고 밝혔다.

A씨는 지난 27일 오후 6시41분쯤 군산시 조촌동의 한 거리에서 본인 소유의 5년생 말라뮤트가 B군(10)을 물어 다치게 한 혐의를 받고 있다. A씨는 순간 목줄을 놓쳐 대문 바깥으로 개가 뛰쳐나갔다고 진술했다.

공개된 현장 영상에는 피투성이가 된 아이가 신발을 잃어버린 채 허둥지둥 도망가는 장면이 담겼다. 말라뮤트는 B군을 집요하게 뒤쫓고 있다. 

이날 사고로 팔과 다리 등을 크게 다친 B군은 피부 이식 수술을 검토할 만큼 상태가 좋지 않다고 29일 MBC '뉴스투데이'가 보도했다.  

B군 할머니는 ""뛰어가다 아이가 넘어지니깐 개가 달려와서 물은 것""이라며 ""도망 가면 또 와서 물었다""고 당시 상황을 전했다. 

목격자는 28일 TV조선 '뉴스 판'에 ""개가 계속 아이 팔을 물고 안 놔주더라""며 ""그래서 일단은 떼어놓긴 해야 하는데, 개가 그 아이만 계속 따라다녔다""고 말했다.

피해 아동 어머니는 ""상처가 너무 커가지고 말을 할 수가 없었다. 이게 상처라고 말을 못하고 거기가 뜯겨나간 그런 피부였다""고 아이 상태를 전했다.

B군을 물어뜯은 개는 신고를 받고 출동한 구조대원이 쏜 마취총에 의해 포획됐다.

동물보호법상 맹견 및 사람을 공격해 상해를 입힐 가능성이 높은 개는 외출 시 입마개를 착용해야 한다.",0
2_00262,"""어머니께 죄송"" 공판 출석 현장서 공식 사과한 탑","빅뱅 탑(최승현)이 첫 공판 출석 현장에서 공식적으로 사과했다.

탑은 29일 서울 서초동 서울중앙지방법원 형사 8단독 522호에서 열리는 첫 공판에 출석했다.

탑은 이날 법원에 들어서면서 미리 준비한 사과문을 꺼내 ""죄송하다""는 뜻을 전했다.

탑은 ""가장 먼저 이번 일로 저에게 상처받고 실망하신 많은 분께 진심으로 사과드린다""며 ""제가 너무 어리석었다. 지난날 저는 장시간의 깊은 우울증과 심한 불안장애로 인해 어둠 속에 자신을 회피하고자 했던 날이 많았다""고 말했다.

그는 ""많은 분께 커다란 실망을 끼쳐드렸다. 앞으로는 절대 이런 일이 없을 것이며 어떠한 처벌이라도 달게 받겠다""고 덧붙였다.

탑은 사과문 마지막 부분에서 ""저희 어머니께도 정말 죄송하다""고 마무리했다.

탑은 지난해 10월 서울 용산구 자택에서 연습생 A씨와 함께 대마초를 흡연한 혐의를 받고 있다. 

탑은 혐의를 인정하며 소속사인 YG엔터테인먼트 공식 블로그에 직접 쓴 사과문을 올렸다.

가장 먼저 이번 일로 저에게 상처 받고 실망하신 많은 분들께 진심을 다해 사과드립니다.

제가 너무 어리석었습니다. 지난 날의 저는 장시간의 깊은 우울증과 심한 불안장애로 인해 어둠 속에 제 자신을 회피하고자 했던 날이 많았습니다. 

그러한 저의 흐트러진 정신상태가 충동적인 잘못된 행동으로 돌이킬 수 없는 큰 실수를 했으며, 많은 분들께 커다란 실망을 끼쳐드렸습니다.

제 자신이 너무 부끄럽습니다. 다시 한번 더 깊이 반성하고 진심으로 뉘우칩니다. 앞으로는 절대 이런 일이 없을 것이며 어떠한 처벌이라도 달게 받겠습니다. 정말 죄송합니다. 

그리고 마지막으로 저희 어머니께도 정말 죄송합니다.",0
2_00263,"""흥부, 사실 부잣집 사위에 과거까지 합격한 사회지도층""","궁핍한 살림에도 두 자릿수 자식을 낳은 것으로 알려진 '비운의 정력왕' 흥부가 사실은 부잣집 사위에 과거까지 합격한 '사회지도층'이었다는 보도가 나왔다. 

최근 새롭게 발견된 흥부전 판본 '흥보만보록'에서 흥부는 지금껏 알려진 가난한 이미지와 달리 부잣집 데릴사위로 들어가 훗날 과거에까지 급제하는 인물이라고 지난 27일 조선일보가 보도했다. 

요즘으로 따지면, 돈 많은 재벌집에 장가 가서 고위 공무원이 되는 사회지도층인 셈이다. 

정병설 서울대 국문학 교수와 김동욱 박사가 '흥보만보록' 책력과 필적 등을 연구한 결과, 흥보만보록은 현재까지 나온 가장 오래된 흥부전일 가능성이 높다. 쓰인 시기는 대략 1833년으로 추정된다. 

이전까지는 1853년에 쓰여진 미국 하버드대 소장본 '흥보젼'이 가장 오래된 흥부전으로 알려졌었다. 

매체에 따르면 '흥보만보록'에는 기존에 알려진 내용과 배치되거나, 새롭게 드러난 사실이 많다. 

먼저 연씨나 박씨로 전해졌던 흥부의 성(姓)은 장씨이며, 아버지 이름은 '장천'이다. 또 흥부전 배경이 되는 동네는 경상, 전라, 충정도가 아닌 평양 서촌(현재 평양시 순안)이다. 

또 흥부와 놀부는 둘 다 부잣집 데릴사위로, 흥부가 가난해지기 시작한 건 친부모를 모시기 위해 본가로 돌아오면서라는 내용도 기존과 차이가 있다. 놀부는 처갓집에서 살며 계속 부를 쌓았다. 

아울러 흥부는 나중에 과거 무과에 급제해 덕수 장씨 시조가 된다. 

'흥보만보록'은 송준호(81) 전 연세대 교수 소장본으로, 증조부 송병희(1845~1874)의 할머니 '남원 양씨'가 필사했다고 한다. 하지만 고증된 사실은 아니다. 

김 박사는 ""이 내용의 특징들이 단순한 하나의 특징이라기보다 아마도 원래 흥부전의 모습일 가능성이 있다는 점에서 중요하다""고 지난 28일 KBS에 말했다. ",0
2_00264,"""주요 지방거점 국립대들, '한국대'로 통합 추진""","9개 주요 지역거점국립대가 '연합 국립대' 체계를 교육부에 제안하기로 했다는 보도가 나왔다.

지난 28일 매일신문은 ""경북대에 따르면 지역거점국립대들은 가칭 '한국대학교'로 명칭을 통일하고, 신입생을 공동 선발하는 방안을 추진하고 있다""고 전했다. 경북대를 비롯해 강원대, 경상대, 부산대, 전남대, 전북대, 제주대, 충남대, 충북대 등이 참여했다.

해당 지역거점국립대들은 대학별로 태스크포스팀을 구성하고 늦어도 8월 말까지 보고서를 교육부에 전달한다는 계획인 것으로 알려졌다.

대학들은 같은 학교 이름을 사용하며 신입생을 공동으로 선발할 계획이다. 학생들은 캠퍼스를 마음대로 옮겨다닐 수 있으며 다른 지역의 한국대 수업을 수강할 수 있다. 졸업도 다른 한국대 캠퍼스에서 할 수 있다. 

대학들은 이같은 조치로 지방 학생의 수도권 이탈 현상을 줄일 수 있을 것으로 기대하고 있는 것으로 알려졌다.

경북대 관계자는 ""문재인정부가 지역거점국립대학을 수도권 상위권 사립대 수준까지 끌어올리는 것이 목표인 만큼 그런 취지에 맞는 방안""이라며 ""법제화가 연말까지 될 경우 이르면 2019년부터 시행할 수 있을 것으로 기대한다""고 해당 매체에 밝혔다.

지방거점대학 통합 움직임은 일선 대학에만 있는 것은 아니다. 같은 날 국회 의원회관에서 열린 '대학체제의 대전환을 위한 국정 과제 모색' 심포지엄에는 조희연 서울특별시 교육감이 참석했다. 이 자리에서 조 교육감은 지방국립대들을 통합하는 등 '통합국립대학' 설립 방안과 서울대와 지방국립대들을 포괄하는 국립대를 만드는 방안을 제안했다. 그러면서도 ""통합에 참여한 기존 대학의 경쟁력 약화 우려가 나올 수 있어 이러한 방안을 추진하기 전에 국민적 합의를 받아야 한다""고 덧붙였다. ",0
