,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
13221,35,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
13222,35,Private,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
13223,35,State-gov,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
13224,40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
13225,50,Private,Masters,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
13227,46,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13228,36,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,38,United-States,<=50K
13229,37,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K
13230,24,Private,9th,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Mexico,<=50K
13231,47,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,<=50K
13232,35,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
13233,43,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
13234,18,State-gov,11th,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
13235,54,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
13236,62,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Female,0,0,38,United-States,<=50K
13237,36,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
13238,27,Private,9th,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
13239,23,Private,Some-college,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,14,Puerto-Rico,<=50K
13240,33,Self-emp-not-inc,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
13241,28,Private,1st-4th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Mexico,<=50K
13242,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
13243,31,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
13244,26,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
13245,44,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
13246,73,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
13247,44,Private,Bachelors,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
13248,35,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
13250,27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13251,47,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,50,United-States,>50K
13252,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
13253,33,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,26,United-States,<=50K
13254,50,Private,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
13255,41,Self-emp-not-inc,Masters,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,Peru,<=50K
13257,45,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
13258,42,State-gov,Some-college,Separated,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
13259,33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,25,United-States,>50K
13260,42,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
13261,49,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
13262,38,Private,HS-grad,Married-civ-spouse,Protective-serv,Own-child,White,Male,0,0,45,United-States,<=50K
13263,38,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
13264,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
13265,24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
13266,27,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
13267,25,Private,9th,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
13268,29,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
13269,46,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
13270,44,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,96,United-States,<=50K
13271,26,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,South,<=50K
13272,46,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,49,United-States,>50K
13273,38,Private,Some-college,Separated,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
13274,38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13275,22,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
13276,33,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
13277,50,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
13278,31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,41,United-States,>50K
13279,26,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,4,Mexico,<=50K
13280,42,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,<=50K
13281,27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13282,34,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
13283,64,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
13284,43,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13285,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13286,47,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
13287,56,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,66,United-States,<=50K
13288,25,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
13289,60,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
13290,52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
13291,46,Private,Bachelors,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
13292,19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
13293,56,Private,7th-8th,Never-married,Farming-fishing,Unmarried,Black,Female,0,0,20,United-States,<=50K
13294,22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
13296,39,Private,5th-6th,Separated,Sales,Unmarried,Black,Female,0,0,30,Puerto-Rico,<=50K
13297,28,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
13298,31,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
13299,22,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
13301,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
13302,28,Self-emp-not-inc,11th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
13303,31,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,Puerto-Rico,<=50K
13304,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
13305,48,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Germany,>50K
13306,51,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13307,54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
13308,44,Private,Assoc-voc,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
13309,20,Private,Some-college,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
13310,37,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
13311,38,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
13312,59,Federal-gov,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
13313,59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
13314,51,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,>50K
13316,29,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
13317,37,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
13318,42,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
13319,28,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
13320,34,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
13321,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Italy,>50K
13322,22,Self-emp-inc,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,<=50K
13323,27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,52,United-States,<=50K
13324,45,State-gov,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K
13325,39,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K
13326,25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
13328,24,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
13329,18,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,<=50K
13331,23,Private,12th,Never-married,Other-service,Unmarried,Black,Male,0,0,38,United-States,<=50K
13332,20,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,0,0,40,Mexico,<=50K
13333,17,Self-emp-not-inc,10th,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
13334,63,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
13335,28,Local-gov,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,>50K
13336,51,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
13337,64,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,0,0,12,United-States,<=50K
13338,17,Private,10th,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
13339,18,Private,12th,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
13340,31,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
13341,48,Self-emp-not-inc,Bachelors,Married-spouse-absent,Sales,Own-child,White,Male,0,0,50,United-States,>50K
13342,41,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
13343,27,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
13344,39,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
13345,51,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,8,Puerto-Rico,>50K
13346,49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
13348,25,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
13349,41,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,<=50K
13350,31,Private,9th,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13351,50,State-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
13352,63,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
13353,44,Self-emp-not-inc,Masters,Never-married,Farming-fishing,Own-child,White,Male,0,0,99,United-States,<=50K
13354,48,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,<=50K
13355,51,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
13356,18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
13357,23,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
13358,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13360,56,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
13361,31,Private,7th-8th,Divorced,Transport-moving,Unmarried,White,Male,0,0,20,United-States,<=50K
13362,46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
13363,39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
13364,56,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
13365,31,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
13366,53,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
13367,18,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
13369,31,Private,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
13370,46,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
13371,30,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,<=50K
13372,26,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
13373,48,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
13374,37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
13375,29,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13376,24,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
13377,21,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
13378,43,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Male,0,0,45,United-States,<=50K
13379,26,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
13380,47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
13381,27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K
13382,45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
13383,30,Private,HS-grad,Never-married,Protective-serv,Own-child,White,Male,0,0,70,United-States,<=50K
13384,33,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13385,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
13386,21,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
13387,42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
13388,48,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States,<=50K
13389,46,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0,0,48,United-States,<=50K
13390,36,Private,5th-6th,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
13391,54,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
13392,25,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
13393,26,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K
13394,36,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,57,United-States,<=50K
13395,56,Self-emp-not-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
13396,37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13397,26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
13398,23,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
13399,23,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
13400,41,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
13401,55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
13402,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
13403,67,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
13404,60,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
13405,54,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
13406,38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England,>50K
13407,49,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
13408,19,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
13409,20,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
13410,66,Private,HS-grad,Widowed,Sales,Other-relative,White,Female,0,0,35,United-States,<=50K
13412,51,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K
13413,19,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
13414,36,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
13415,33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
13417,36,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
13418,30,Private,Prof-school,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,<=50K
13419,35,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Mexico,<=50K
13420,46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
13421,38,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
13422,24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
13423,40,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Puerto-Rico,<=50K
13424,49,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
13425,19,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50K
13426,77,Private,Some-college,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,20,United-States,<=50K
13427,46,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,56,United-States,>50K
13428,41,Private,Some-college,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
13429,28,Private,1st-4th,Never-married,Farming-fishing,Unmarried,White,Male,0,0,77,Mexico,<=50K
13430,21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13431,24,Private,12th,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,<=50K
13432,36,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,United-States,<=50K
13433,23,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K
13434,29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13435,38,Private,Some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,>50K
13436,47,Federal-gov,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,>50K
13437,39,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
13438,40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K
13440,32,Private,HS-grad,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
13441,23,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
13442,44,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
13444,70,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,0,0,20,Puerto-Rico,<=50K
13445,66,Private,9th,Separated,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
13446,57,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
13447,36,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
13448,48,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,>50K
13450,51,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
13451,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
13452,27,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
13453,32,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
13454,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
13455,33,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13456,19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
13457,32,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
13458,35,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,India,>50K
13459,39,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,0,0,60,United-States,<=50K
13460,24,Private,Bachelors,Never-married,Other-service,Own-child,Black,Female,0,0,75,United-States,<=50K
13461,45,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
13462,20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
13463,49,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,0,45,United-States,<=50K
13464,35,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
13465,30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
13466,33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
13467,35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
13468,31,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
13469,20,Private,11th,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,25,United-States,<=50K
13470,44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13471,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
13472,50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
13473,25,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,<=50K
13474,28,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
13475,60,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
13476,38,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13477,38,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
13478,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
13479,39,Local-gov,11th,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
13480,42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
13481,53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
13482,37,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
13483,37,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
13484,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K
13485,38,State-gov,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,<=50K
13486,52,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,Poland,>50K
13487,48,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
13488,30,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
13489,47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
