"X","Address","FLAG","Avg.min.between.sent.tnx","Avg.min.between.received.tnx","Time.Diff.between.first.and.last..Mins.","Sent.tnx","Received.Tnx","Number.of.Created.Contracts","Unique.Received.From.Addresses","Unique.Sent.To.Addresses","min.value.received","max.value.received","avg.val.received","min.val.sent","max.val.sent","avg.val.sent","min.value.sent.to.contract","max.val.sent.to.contract","avg.value.sent.to.contract","total.transactions..including.tnx.to.create.contract","total.Ether.sent","total.ether.received","total.ether.sent.contracts","total.ether.balance","Total.ERC20.tnxs","ERC20.total.Ether.received","ERC20.total.ether.sent","ERC20.total.Ether.sent.contract","ERC20.uniq.sent.addr","ERC20.uniq.rec.addr","ERC20.uniq.sent.addr.1","ERC20.uniq.rec.contract.addr","ERC20.avg.time.between.sent.tnx","ERC20.avg.time.between.rec.tnx","ERC20.avg.time.between.rec.2.tnx","ERC20.avg.time.between.contract.tnx","ERC20.min.val.rec","ERC20.max.val.rec","ERC20.avg.val.rec","ERC20.min.val.sent","ERC20.max.val.sent","ERC20.avg.val.sent","ERC20.min.val.sent.contract","ERC20.max.val.sent.contract","ERC20.avg.val.sent.contract","ERC20.uniq.sent.token.name","ERC20.uniq.rec.token.name","ERC20.most.sent.token.type","ERC20_most_rec_token_type"
3671,5.57087114626701e+47,0,513,18610.15,498178.37,14,20,0,2,1,0.057698,1.010165,0.0045,0.598902,0.055014,0.337408,0,0,0,33,25.87325499,10.7960427,0,5.33322079,8,0,0,0,0,7,0,9,0,0,0,0,0,166.4,0,0,0,0,0,0,0,0,9,"None","Livepeer Token"
7615,1.17023115539074e+48,0,0,25465.52,52946.35,0,6,1,4,0,0,7,0.363983,0,0,0,0,0,0,8,0.024003175,31.87349353,0,93.5089,0,5308.870219,0,0,0,1,0,1,0,0,0,0,4933.210526,5000,0.324884,0,0,0,0,0,0,0,1,"0","0"
6568,1.00063573668367e+48,0,0,2540.74,1260270.63,372,374,0,1,2,2.422558,223.706943,18.98805,0.998725,214.043856,34.093169,0,0,0,699,3972.481887,3729.095025,0,-8.829350292,0,2468001.218,2743040.49,0,1,1,0,1,0,0,0,0,1000,14.095272,0,1227.6864,0,0,0,0,0,4,1,"0","0"
3202,4.8112478727598e+47,0,4839.86,3522.14,711534.65,82,124,0,14,44,0.022,1500,38.907013,0,1990,132.468455,0,0,0,206,13561.97587,12130.5898,0,0.043911,59,295853.6422,7074.204923,0,20,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,"BAT","Yun Planet"
4201,6.37426475778117e+47,0,164.72,0.84,104.4,2,2,0,2,2,46.161548,54.993114,50.5,40,60.999016,50.499496,0,0,0,4,117.4479637,26,0,0.000591176,0,22.148,9499,0,1,1,0,1,0,0,0,0,609.137667,1500,0,500,0,0,0,0,0,1,1,"0","0"
5984,9.1381908963049e+47,0,109.48,0,327.38,3,1,0,1,2,101,101,101,0.287,100.160497,33.666171,0,0,0,4,100.9984444,137.873711,0,0.002079,0,0,0,0,0,0,0,0,0,0,0,0,0,2.268798,0,0,0,0,0,0,0,0,0,"0","0"
5656,8.61974442617511e+47,0,870.44,2042.19,38455.03,21,15,0,8,13,0,0.6,0.225705,0.267496,1.007925,1.047197,0,0,0,41,0.866990131,7.90280297,0,-53.422472,13,0,0,0,0,1,0,4,0,0,0,0,0,600,0,0,0,0,0,0,0,0,4,"None","Livepeer Token"
2134,3.16929678230175e+47,0,162.42,0.69,325.07,2,2,0,2,2,18.244145,66.623583,50.5,1.99916,99.999016,50.499508,0,0,0,4,100.9989738,101,0,0.00296406,0,0,16749.53879,0,1,0,0,0,0,0,0,0,462.21,0,0,19.52966,0,0,0,0,0,1,0,"0","0"
9429,1.18241638168739e+48,1,318.37,3065.2,75710.13,32,39,0,53,19,0.063617,86.356173,11.280833,0.014363,150,13.110135,0,0,0,60,210.3400098,101,0,0.001414909,0,1.337,0,0,0,1,0,1,0,0,0,0,0,1903840,0,0,0,0,0,0,0,0,1,"0","0"
2338,3.48469029860718e+47,0,9841.52,1747.2,260511.67,28,12,0,4,23,0.031318,44.878057,24.947665,1e-04,112,9.060591,0,0,0,36,25.39775515,101,0,0.01081272,0,823.5539968,0,0,0,1,0,1,0,0,0,0,666,600,0.6685,0,0,2055,0,0,0,0,1,"0","0"
5660,8.62433643668872e+47,0,1134.99,1035.01,348261.82,164,199,0,3,3,0.012766,3,3.299829,0,3.540825,0.272724,0,0,0,366,252.4737435,0.786508505,0,0.002970305,13,3.540335989,0,0,0,1,0,1,0,0,0,0,0,21.9,0,2e-06,0,0,0,0,0,0,1,"None","WELL Token"
5017,7.57063204706604e+47,0,0,1542.55,200114,0,134,1,4,0,0,0.777643,0.046091,0,0,0,0,0,0,139,0,6.00696872,0,24.39306129,2,0,0,0,0,0,0,0,0,0,0,0,0,1.337,94.74921,0,0,49252.5,0,0,0,0,0,"None","Upfiring"
6610,1.00734276062271e+48,0,22.82,0,78,3,1,0,1,3,101,101,101,0.1,53.544593,33.666149,0,0,0,4,307.3920092,293.2508283,0,0.00296406,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,0,0,0,0,0,0,"0","0"
3206,4.81676442248129e+47,0,0,0,0,0,1,0,1,0,0.804725,0,0.4,0,0,0,0,0,0,0,6.0354944,1.18952262,0,0.026130919,1,966.2795093,0,0,0,1,0,1,0,0,0,0,991,0,13.37,0,0,0,0,0,0,0,1,"None","XENON"
2783,4.17381409927307e+47,0,7.28,0.42,21.83,3,2,0,2,3,31.899569,92.466523,50.5,2.029381,80.99974,33.666149,0,0,0,6,100.9934402,208.8864824,0,0.01666615,0,3.485413296,2.02e-09,0,1,1,0,1,0,0,0,0,0,91.509297,0,0,0,0,0,0,0,1,1,"0","0"
4435,6.7140696780929e+47,0,5.43,10080.11,19414.8,3,2,0,1,3,44.483019,7,50.5,9.99779,7,9.552302,0,0,0,6,0,0,0,0.000984218,0,0.65555537,0,0,0,1,0,1,0,0,0,0,0,0,513.789085,0,40.048459,0,0,0,0,0,1,"0","0"
6241,9.54168191166038e+47,0,1045.07,243.95,268624.9,235,86,0,4,1,0.005,0.235424,0.827973,0.493637,1.156145,1.165998,0,0,0,372,693.6074158,494.0993845,0,0.23326833,2,0,0,0,0,0,0,0,0,0,0,0,0,700.244524,0,0.445626,0,335.8692,0,0,0,0,0,"None","None"
692,9.59995549805355e+46,0,10888.14,7621.88,567621.12,31,17,0,11,32,0.009818,1100,195.966726,0,1100,372.567534,0,0,0,47,4573.532465,4238.432338,0,-838.6118421,38,29.89859878,0,0,0,21,0,33,0,0,0,0,0,0,379.655832,0,0,0,0,0,0,0,33,"None","Polybius"
4881,7.39206586492968e+47,0,2.02,0.07,20.25,4,2,0,2,3,656.391013,1361.169924,1000.5,0.001078,1474.671456,500.249528,0,0,0,5,2000.998585,2001,0,0.023707311,0,0,0,0,0,0,0,0,0,0,0,0,0,13.37,1.345051,0,0,0,0,0,0,0,0,"0","0"
2912,4.34744991933611e+47,0,3098.05,57684.54,288147.18,8,9,0,6,6,0.13222,0.666338,0.887167,0.077594,0.166518,0.067706,0,0,0,17,0.999139,24.2680983,0,0.007249838,0,1.933473978,0,0,0,1,0,1,0,0,0,0,0,19421,0,0,0,0,0,0,0,0,1,"0","0"
4125,6.25327545962933e+47,0,0,20169.48,60508.82,0,4,1,1,0,0,21.821722,12.635538,0,0,0,0,0,0,5,0,101,0,30.77127371,1,1.051698086,0,0,0,1,0,1,0,0,0,0,0.667309,0,0,100,0,0,0,0,0,0,1,"None","OmiseGO"
1161,1.67852801227125e+47,0,27285.64,0,181322.25,10,1,0,1,6,88.505496,29.999528,50.5,0.2,13.5,25.249475,0,0,0,9,0,151.0891288,0,0.01688182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.698624,0,0,0,0,0,0,0,"None","None"
3375,5.05496337820697e+47,0,0.93,0,14.88,3,1,0,1,3,101,1902.623515,1000.5,0.226944,1492.004984,666.999528,0,0,0,4,2000.998585,2001,0,0.000984218,0,8.2e-06,0,0,0,1,0,1,0,0,0,0,0,0.499294,471.012792,0,2528.46055,0,0,0,0,0,1,"0","0"
3992,6.06320093921476e+47,0,162.92,0,323.22,2,1,0,1,2,101,101,101,21.785,83.43127,50.499508,0,0,0,3,100.9989738,101,0,0.006489961,0,0,0,0,0,0,0,0,0,0,0,0,0,7133.661843,0,0,0,0,0,0,0,0,0,"0","0"
6951,1.06469436631797e+48,0,162.63,0.82,317.32,2,2,0,2,2,45.905318,52.900768,50.5,50,60.999016,50.499496,0,0,0,4,100.998446,101,0,0.00062,0,1.457833166,0,0,0,1,0,1,0,0,0,0,0.118025,13.37,0,0,0,4649.9996,0,0,0,0,1,"0","0"
8823,7.6859798291411e+47,1,42314.28,227.89,111645.67,5,49,0,37,4,0.001305,5,1.606492,0.02,23.871817,6.271105,0,0,0,50,11.31907636,136.3461587,0,-35.88523855,0,13.37,11260,0,1,1,0,1,0,0,0,0,730,0,1.297294,4371.7173,0,0,0,0,0,1,1,"0","0"
2659,3.96863741506258e+47,0,28.51,5628.95,1535449.33,233,3780,0,8,2,0.25,140.681835,23.33074,0.00036,171.787533,7.692353,0,0,0,4043,1100.811139,1084.158944,0,0,8,2447415.911,3065338.532,0,1,5,0,4,0,0,0,0,0,0,0,117122.7193,0,2039.08,0,0,0,3,4,"EnjinCoin","An Etheal Promo"
4570,6.9382091837655e+47,0,9.2,6217.09,26868.58,3,2,0,2,3,10,4.372642,12.861127,7.873207,5.1,4.99909,0,0,0,5,0,15.14217079,0,0,0,100,3015.92348,0,1,1,0,1,0,0,0,0,763.454618,0,1.992908,1099.784317,0,0,0,0,0,1,1,"0","0"
8933,8.38245740479232e+47,1,383.44,6756.84,277396.03,11,23,0,20,14,0.000964,5,2.018706,0,5.4878,0.406806,0,0,0,34,0,0.53768343,0,0.001554,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,1747.220016,0,0,0,0,0,0,0,0,1," ","OPTin Token"
1408,2.03666784722786e+47,0,86411.4,18362.04,764979.08,6,11,0,5,6,0.0039,121.609,63.085,0.01,87.22781,18.673333,0,0,0,16,75.932,48.31547245,0,0,16,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,752.10474,0,0,0,0,0,12,"None","Livepeer Token"
4735,7.18160635659848e+47,0,15.85,48182.45,483447.57,10,10,0,10,3,1.5,421.195896,140.707212,1.9988,100,28.427855,0,0,0,19,100.998446,193.3110678,0,-84.47981889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.049338,100,0,0,0,0,0,0,0,"0","0"
755,1.06477263061389e+47,0,12890.02,15992.51,1218216.73,48,43,0,16,3,0.227046,2499.99,139.405313,0,1000,176.631023,0,0,0,90,2204.763269,2001,0,0.0105747,8,1999.45,0,0,0,8,0,10,0,0,0,0,0,1988.68114,0,0,0,0,0,0,0,0,10,"None","XENON"
8929,8.39090843195417e+47,1,0,0,0,0,0,0,0,0,0,0.120301,0.005,0,0,0,0,0,0,0,13.34106697,71.94423164,0,0.0046406,1,1.337,0,0,0,1,0,1,0,0,0,0,0,0,1.337,0,0,0,0,0,0,0,1," ","Blockwell say NOTSAFU"
6017,9.17919067154056e+47,0,2.45,0,11.77,3,2,0,2,3,437.511331,1557.671453,1000.5,0.5,1516.455268,666.999528,0,0,0,5,2000.998585,2001,0,0.000984218,0,136.4061294,18060.84,0,1,1,0,1,0,0,0,0,544.538464,0,1541.325796,10,0,0,0,0,0,4,1,"0","0"
1525,2.2112054217796e+47,0,0,3338.43,10269.77,0,3,1,2,0,0.059228,40.186174,10.726918,0,0,0,0,0,0,4,0,119.8094694,0,122.7029585,0,0,0,0,0,0,0,0,0,0,0,0,0.967138,5,0,0,0,0,0,0,0,0,0,"0","0"
474,6.38590296723374e+46,0,160.96,0.05,323.28,2,2,0,2,2,24.965915,62.294732,50.5,4.114313,100.899016,50.499286,0,0,0,3,250.9311864,101,0,0.001554,0,1.337,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0"
2750,4.11810214154906e+47,0,0,0,26.02,1,1,0,1,1,3.33,0.595,0.314182,2.99916,0,2.875,0,0,0,2,0,13.17136019,0,0.0022,0,602.0626158,0,0,0,1,0,1,0,0,0,0,600,0,0,0,0,0,0,0,0,0,1,"0","0"
7464,1.14576091177585e+48,0,28292.42,16104.56,498782.02,17,8,0,5,5,0.758034,5.4569,7.433,0.005059,5.47,1.24825,0,0,0,25,13.961,4.59888551,0,0.001488218,0,0,55838,0,1,0,0,0,0,0,0,0,414.209516,0,0,780,0,9623.479383,0,0,0,1,0,"0","0"
8583,5.98795861855933e+47,1,5812.3,1501.31,83520.32,7,3,0,3,7,0.001304,0.56911,0,0.004185,0.07,0.087058,0,0,0,10,0.03763504,0.51965969,0,0.011364502,0,0,3906.598908,0,1,0,0,0,0,0,0,0,1109.048745,0,2126.139841,7647.501,0,0,0,0,0,1,0,"0","0"
5238,7.92156196984402e+47,0,4.78,4940.75,17134.32,2,9,0,3,1,0.007398,8.99,0.936503,2,7.95,5.386776,0,0,0,12,0,13.91691037,0,0.112283308,0,0,104299.9434,0,1,0,0,0,0,0,0,0,703.06267,0,4567.846162,0,0,0,0,0,0,3,0,"0","0"
6054,9.25592373652542e+47,0,0,2400.69,291450.22,0,117,1,3,0,0.044373,1.028043,0.671923,0,0.438242,0.067706,0,0,0,112,0,38.18158062,0,31.79330035,0,0.359767174,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0"
9319,1.10698432594215e+48,1,0,0,0,0,0,0,0,0,0,0,0.5625,0.499,0,0.775651,0,0,0,0,11.1521703,9.84697171,0,0.000471636,2,1.337,0,0,0,2,0,2,0,0,0,0,0.317766,0,1.154285,0,0,0,0,0,0,0,2," ","Blockwell say NOTSAFU"
4354,6.59541384912149e+47,0,0,5257.66,345899.4,0,62,1,4,0,0,1.099621,0.757534,0,0,0,0,0,0,61,0,13.65319388,0,25.10861175,4,106219.4043,0,0,0,4,0,4,0,0,0,0,0,16888,0,0,0,0,0,0,0,0,3,"None","OmiseGO"
129,1.12118287891211e+46,0,24.86,0.44,71.9,2,2,0,2,2,4.528006,91.462425,50.5,28.838528,66.735969,50.499487,0,0,0,4,436.9103678,292.5858827,0,0.000882,0,7.688606451,4932.791361,0,1,1,0,1,0,0,0,0,703.06267,13.37,0,0,0,0,0,0,0,1,1,"0","0"
7417,1.13873308277939e+48,0,13994.89,25061.24,1032817.23,29,14,0,1,8,0.106804,1.127241,0,0,0.284451,0.298903,0,0,0,40,0,7.37227387,0,0.018078545,153,0,0,0,4,4,0,3,0,0,0,0,0,340,0,0,0,0,0,0,0,3,3,"None","Livepeer Token"
6193,9.4542149294591e+47,0,0,11131.61,133579.32,0,12,1,4,0,0.2,38.42095,4.628769,35.282657,0,19.99811,0,0,0,14,0,154.3627258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,0.073301,0,0,0,0,0,0,"None","Upfiring"
5897,8.9849359944079e+47,0,52.81,7231.81,145380.03,24,26,0,1,1,0,1.002585,1,0.005038,0.340144,0.252826,0,0,0,54,0,24.84551861,0,0.003062624,0,0.571540378,0,0,0,1,0,1,0,0,0,0,0.53412,29.526685,0,0,0,0,0,0,0,0,1,"0","0"
7045,1.07791792100685e+48,0,11859.62,2944.27,647991.87,64,29,0,5,8,0.010069,0.66898,0.972736,0,0.414765,0.22136,0,0,0,90,0,42.05239787,0,0.11870733,14,0,1.000000002,0,1,9,0,11,0,0,0,0,0,0.490223,0,0,0,0,0,0,0,1,11,"Civic","bitqy"
8989,8.77641902809435e+47,1,0,149.66,17915.43,0,84,1,63,0,0,1.184,0.891289,0,0,0,0,0,0,85,0.0778,48.45382185,0,25.73830801,7,1.337,0,0,0,2,0,3,0,0,0,0,0,0,14651.20971,0,0,0,0,0,0,0,3," ","GSENetwork"
4850,7.3341355548761e+47,0,21.67,0,53.28,3,1,0,1,3,101,101,101,3.378226,71.968174,33.666161,0,0,0,4,100.9985356,101,0,0.000984218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.681761,0,0,0,0,0,0,0,0,"0","0"
4298,6.50680663743937e+47,0,23.88,0,75.58,4,1,0,1,4,101,101,101,0.001,84.474972,25.249475,0,0,0,4,100.9990158,44.92723476,0,29.00836576,6,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,51000,0,0,0,0,0,6,"None","DATAcoin"
9288,1.07445706625875e+48,1,1398.46,846.65,36461.33,4,3,0,3,4,4.4e-05,0.42,0.899462,0.499517,1.156145,0.861556,0,0,0,5,4.99693738,32.27078927,0,0.02674122,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,100,13.87732,0,0,0,0,0,0,0,1," ","Blockwell say NOTSAFU"
35,4.95106330760577e+44,0,1128.56,556.53,224627.27,48,2,0,2,3,0.109573,8.570948,0.391943,0,9.289206,1.690314,0,0,0,55,36.63857534,8.432639245,0,8.42370717,8,0,0,0,0,7,0,9,0,0,0,0,0,0,11.995484,0,0,0,0,0,0,0,9,"None","XENON"
1476,2.14389795871219e+47,0,2.22,0.52,12.27,4,2,0,2,3,404.661124,2100,1000.5,0.001078,1999.99958,500.249528,0,0,0,5,2204.763269,2001,0,0.024204603,0,0,0,0,0,0,0,0,0,0,0,0,0,2.293252,0.672515,0,0,66.117333,0,0,0,0,0,"0","0"
6342,9.65909303219016e+47,0,31893.21,13066.6,750179,16,23,0,10,17,0.021218,60.195,6.714256,3.9e-05,20,6.327949,0,0,0,36,0.33869467,101,0,0.00273025,3,0,444.3195889,0,1,0,0,0,0,0,0,0,0,0.60261,0.702949,0,0,2005.964483,0,0,0,4,0,"Dao.Casino","WisePlat Token"
4313,6.53991083113925e+47,0,829.73,12886.21,386863.05,55,6,0,3,6,0.1,4.147336,3.436865,0,2.659418,0.928332,0,0,0,75,0,28.01391147,0,0.000984218,17,52020,0,0,0,14,0,14,0,0,0,0,0,490,0,0,0,0,0,0,0,0,14,"None","DATAcoin"
94,4.5049401559285e+45,0,0,0,10.93,0,0,1,0,0,1,0.138179,0.00015,0.500978,0.219471,0.639685,0,0,0,2,0.99895,4.93955873,0,22.05025232,7,0,0,0,0,7,0,8,0,0,0,0,0,9687.75,0,2.315465,0,0,0,0,0,0,8,"None","XENON"
8133,3.05454213297805e+47,1,93298.56,61.56,111645.67,3,28,0,22,3,0.122,5.4569,0.23263,0,2.010723,0.702336,0,0,0,29,74.82741897,18.81734066,0,0.00062,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4," "," "
179,1.54159683620163e+46,0,0,11594.2,291444.33,0,31,1,3,0,0,1.001,0.037274,0,0,0,0,0,0,33,0,1,0,98.77547789,4,0,0,0,0,3,0,4,0,0,0,0,0,0.06335,1.472927,0,0,0,0,0,0,0,4,"None","DATAcoin"
6275,9.55999946706137e+47,0,22406.49,66157.83,518976.65,5,7,0,4,4,0.1,19,10.495,0,27.380531,10.06424,0,0,0,11,100.998446,110.91685,0,-0.523973,7,0.402601554,0.150652595,0,1,3,0,3,0,0,0,0,0,1.337,0,0,0,1895.215718,0,0,0,2,3,"Civic","DATAcoin"
8431,4.8965465615067e+47,1,6784.38,1384.27,218140.62,20,69,0,48,3,0.001914,5,2.804921,0,34.026759,8.15488,0,0,0,75,100.9989738,43.28400344,0,0.0108785,2,1.337,0,0,0,2,0,2,0,0,0,0,0,1.050722,0,0,0,0,0,0,0,0,2," ","Genaro X"
2450,3.6604146892111e+47,0,250.97,1468.42,1000269.75,202,835,0,1,9,0.099009,21,6.352792,0,37.299759,4.895327,0,0,0,1030,529.2907285,858.462,0,0.00042,7,20291.01,0,0,0,5,0,7,0,0,0,0,0,13.37,990000,0,0,0,0,0,0,0,7,"None","Tronix"
5089,7.69221989909425e+47,0,22.38,0,74.48,3,1,0,1,3,101,101,101,3.028262,78.970196,33.666163,0,0,0,4,100.9990158,101,0,0.001497944,0,0.643299638,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0"
444,5.66531822034541e+46,0,0,1828.61,201162.33,0,115,1,4,0,0.506517,1.001143,0.2,0,0.296956,0.390133,0,0,0,115,0.08801335,15.926518,0,99.94944496,0,0,2500,0,1,0,0,0,0,0,0,0,763.454618,18.306034,0,563.418037,0,0,0,0,0,1,0,"0","0"
3881,5.88668762633681e+47,0,161.96,0.82,327.12,2,2,0,2,2,12.862537,70.308589,50.5,3,100.865571,50.499508,0,0,0,4,100.9989738,101,0,0.022455368,0,0.547043475,0,0,0,1,0,1,0,0,0,0,0,22059.90744,330.531954,0,0,506.879982,0,0,0,0,1,"0","0"
5460,8.27232875873271e+47,0,23.34,0,79.08,3,1,0,1,3,101,101,101,0.432425,51.237935,33.666149,0,0,0,4,100.9989738,262.9219553,0,0.00435786,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,12321.74297,0,0,0,0,0,"0","0"
5291,8.01023597696177e+47,0,0,12431.74,88329.73,0,8,1,4,0,0.01,12,3.72995,0,0,0,0,0,0,10,11.99938,0.05641035,0,186.1,0,13.37,0,0,0,1,0,1,0,0,0,0,13.37,0,0.264048,0,0,0,0,0,0,0,1,"0","0"
5977,9.13084884257413e+47,0,0,2.76,6238.58,1,16,0,11,1,0.61479,1.007445,0.029026,2.759049,0.99938,2.99938,0,0,0,21,62.37147081,28.81880063,0,0.001086703,0,190.0557308,0,0,0,1,0,1,0,0,0,0,71.642095,0,0,0,0,399.8925,0,0,0,0,1,"0","0"
7564,1.16579756199661e+48,0,13.57,23702.92,638755.18,14,29,0,14,3,0,49.995,15.209717,0.600397,75,25.249502,0,0,0,49,100.998488,101,0,0.009990512,0,2.319727583,9580.355798,0,1,1,0,1,0,0,0,0,462.21,0,0,5534.1778,0,0,0,0,0,1,1,"0","0"
3905,5.93809369682253e+47,0,0,2724.19,159437.3,0,55,1,4,0,0.001,0.528514,0.186939,0,0.940716,0.251218,0,0,0,62,0,0.18175425,0,59.9999691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888889,3455.742233,0,0,0,0,0,0,0,0,"0","0"
6293,9.59315482332386e+47,0,0,0,493.47,1,1,0,1,1,5,0.25,1.069471,4.404535,4.383649,4.639444,0,0,0,2,0.015816863,39.15981527,0,0.311584848,10,2390.466394,0,0,0,8,0,8,0,0,0,0,0.53537,13.37,100.748013,0,0,0,0,0,0,0,8,"None","Livepeer Token"
6752,1.02990424359927e+48,0,9.27,2867.37,794037.42,197,202,0,6,1,0.297,127.920291,1.489594,0.052111,109.159242,1.981194,0,0,0,407,672.9361577,494.0993845,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,"0","0"
6008,9.18349030951556e+47,0,0,0,5.88,1,1,0,1,1,0.1,0.61,0.004725,0,0.167342,0.21008,0,0,0,2,12.02329638,67.9866192,0,0.001506437,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9959,0,0,0,0,0,0,0,"None","DGD"
258,2.72590939031555e+46,0,0,8540.11,45101.82,1,5,0,5,1,0.008496,0.108226,0.23,0.5,0.70243,0.537519,0,0,0,6,0,37.25891691,0,0.000471636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,0,0,0,0,0,"0","0"
5083,7.67470164594369e+47,0,0,30231.68,60484.9,0,2,1,2,0,0,18,7.998958,0,0,0.003954,0,0,0,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7996.512387,0,9790.58208,0,0,0,0,0,0,"0","0"
3554,5.39690328738648e+47,0,102743.79,13562.51,619849.82,8,8,0,5,3,0.0011,4.143868,1.497527,0,3.061257,1.257675,0,0,0,14,0,0.845110318,0,0.000912636,2,104074.4279,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,"None","Golem"
3396,5.12266094392776e+47,0,162.76,0,328.28,2,1,0,1,2,101,100.14,101,3.427,91.998974,50.499508,0,0,0,3,433.5174063,688.3739371,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,0,96852.4769,0,0,0,0,0,0,0,0,0,"0","0"
2960,4.39455710291298e+47,0,3006.86,4755.44,1012331.27,99,98,0,15,31,0,591.614229,86.686677,0,910,58.862506,0,0,0,198,7939.816235,6764.927412,0,-570.6188552,74,108,0,0,20,19,0,20,0,0,0,0,0,596,0,0,0,300.507608,0,0,0,6,20,"None","Livepeer Token"
9206,1.02590951761418e+48,1,19.79,0,68.2,3,1,0,1,3,0.2,97.869587,33.045,0.017,56.268487,33.666163,0,0,0,4,62.20940509,101,0,0.015119374,1,1.337,990000,0,1,1,0,1,0,0,0,0,780,0,981.246025,239.521055,0,0,0,0,0,1,1,"blockwell.ai KYC Casper Token","ERC20"
939,1.32825951411943e+47,0,0,0,3.05,1,1,0,1,1,3.059807,4.3,4.995,3.098397,1.984057,3.01,0,0,0,2,0,781.3712222,0,-4.63305391,0,708.4513175,0,0,0,1,0,1,0,0,0,0,666,542000,0,0,0,0,0,0,0,0,1,"0","0"
6453,9.82024632847468e+47,0,2.11,1428.46,19369.82,6,5,0,1,1,1,48.026256,12.091128,0.999406,59.438369,19.054488,0,0,0,9,100.998446,101,0,0.34230924,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"None","Livepeer Token"
857,1.21483393382338e+47,0,159.16,0,330.3,2,1,0,1,2,101,101,101,4,100.79209,50.499508,0,0,0,3,104.8736978,101,0,0.001488218,0,600,0,0,0,1,0,1,0,0,0,0,600,0,0,0,0,0,0,0,0,0,1,"0","0"
7930,1.64055981491117e+47,1,0,0,1.52,1,2,0,2,1,0,3.667522,0.743908,4.384641,1.393795,3.01,0,0,0,3,51.52591279,0.05,0,0.61899236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13383.63,0,0,0,0,0," "," "
4485,6.80413907435324e+47,0,165.26,0,325.1,2,1,0,1,2,101,101,101,0.5,96.999016,50.499508,0,0,0,3,100.9990158,101,0,0.000471636,0,9818.012385,0,0,0,1,0,1,0,0,0,0,10084,0,0,2858.609765,0,0,0,0,0,0,1,"0","0"
6626,1.00969578364933e+48,0,162.42,0.21,317.43,2,2,0,2,2,45.905318,57.353134,50.5,50,65,50.499475,0,0,0,3,100.9989738,101,0,0.164795638,6,367.0703572,0,0,0,6,0,6,0,0,0,0,1e-06,0,0,0,129786.3072,0,0,0,0,0,6,"None","Livepeer Token"
7260,1.11191062460943e+48,0,11.88,0,66.27,3,1,0,1,3,101,101,101,3.631517,79.99958,33.666163,0,0,0,4,100.9989816,30.5,0,0.095,0,0,100,0,1,0,0,0,0,0,0,0,0,0,12392.57798,0,0,0,0,0,0,1,0,"0","0"
6186,9.4542149294591e+47,0,26.03,0.28,73.82,3,2,0,2,3,45.569526,97.223529,50.5,16.466481,50.99895,33.666149,0,0,0,5,100.9989738,101,0,0.001554,0,7852.255549,0,0,0,1,0,1,0,0,0,0,6625.001484,0,72.715476,0,0,0,0,0,0,0,1,"0","0"
5318,8.04829236920501e+47,0,161.55,0.82,327.8,2,2,0,2,2,20.357273,75.100452,50.5,2.219673,91.998571,50.499508,0,0,0,4,100.9990158,101,0,0.001050158,0,2.81e-12,0,0,0,1,0,1,0,0,0,0,0,600,107.049338,0,0,0,0,0,0,0,1,"0","0"
1432,2.07129192820556e+47,0,163.62,0,324.73,2,1,0,1,2,101,101,101,19.99895,80.999974,50.499487,0,0,0,3,100.9989738,101,0,0.001554,0,0,0,0,0,0,0,0,0,0,0,0,1.337,0,1.28277,0,0,703.06267,0,0,0,0,0,"0","0"
